"Timestamp","Title","Duration","Duration (s)","Type","Movie ID","Top Node ID","Device Type","Country"
"2020-11-20T22:01:51.005Z","Suits - Season 3: 'The Arrangement'","48:06",2886,"Serie","70291038","70195800","3080","CA"
"2020-11-20T04:19:39.378Z","Suits - Season 2: 'War'","43:12",2592,"Serie","70283172","70195800","1080","CA"
"2020-11-20T01:25:05.584Z","Suits - Season 2: 'Normandy'","43:00",2580,"Serie","70283171","70195800","1080","CA"
"2020-11-19T09:17:24.187Z","Suits - Season 2: 'He's Back'","43:12",2592,"Serie","70283170","70195800","1080","CA"
"2020-11-18T04:40:06.497Z","Suits - Season 2: 'Zane Vs. Zane'","43:10",2590,"Serie","70283169","70195800","3080","CA"
"2020-11-16T07:37:26.903Z","Suits - Season 2: 'Blood in the Water'","42:44",2564,"Serie","70283168","70195800","1222","CA"
"2020-11-16T07:01:04.874Z","Suits - Season 2: 'Blind-Sided'","42:58",2578,"Serie","70283167","70195800","3080","CA"
"2020-11-16T01:21:58.406Z","Suits - Season 2: 'High Noon'","44:12",2652,"Serie","70283166","70195800","1222","CA"
"2020-11-15T10:26:42.859Z","Quantico - Season 1: 'Answer'","43:12",2592,"Serie","80105076","80063740","1080","CA"
"2020-11-15T09:45:37.637Z","Quantico - Season 1: 'Clear'","42:26",2546,"Serie","80077056","80063740","1080","CA"
"2020-11-15T09:03:11.588Z","Quantico - Season 1: 'Alex'","43:12",2592,"Serie","80077055","80063740","1080","CA"
"2020-11-15T08:38:54.423Z","Quantico - Season 1: 'Inside'","43:12",2592,"Serie","80077054","80063740","1080","CA"
"2020-11-14T23:51:47.353Z","Suits - Season 2: 'Asterisk'","43:00",2580,"Serie","70283165","70195800","1080","CA"
"2020-11-14T10:25:30.281Z","Quantico - Season 1: 'Quantico'","43:12",2592,"Serie","80077053","80063740","3080","CA"
"2020-11-14T10:16:08.309Z","Quantico - Season 1: 'Guilty'","43:12",2592,"Serie","80077052","80063740","3080","CA"
"2020-11-14T07:34:01.025Z","Race 2","02:18:30",8310,"Movie","70229046","70229046","1080","CA"
"2020-11-14T06:38:38.738Z","Suits - Season 2: 'Rewind'","42:58",2578,"Serie","70283164","70195800","3080","CA"
"2020-11-14T06:27:00.609Z","Suits - Season 2: 'Sucker Punch'","43:06",2586,"Serie","70283163","70195800","3080","CA"
"2020-11-13T23:31:22.651Z","Quantico - Season 1: 'Over'","43:10",2590,"Serie","80077051","80063740","1080","CA"
"2020-11-13T23:21:00.236Z","Coach Carter","02:16:52",8212,"Movie","70019004","70019004","1080","CA"
"2020-11-13T09:40:50.664Z","Suits - Season 2: 'All In'","43:08",2588,"Serie","70283162","70195800","3080","CA"
"2020-11-13T05:32:37.408Z","Suits - Season 2: 'Break Point'","43:00",2580,"Serie","70283161","70195800","3080","CA"
"2020-11-12T09:29:42.158Z","Suits - Season 2: 'Discovery'","43:10",2590,"Serie","70283160","70195800","1080","CA"
"2020-11-11T21:52:42.959Z","Suits - Season 2: 'Meet the New Boss'","43:00",2580,"Serie","70283159","70195800","3080","CA"
"2020-11-11T09:09:31.619Z","Suits - Season 2: 'The Choice'","42:58",2578,"Serie","70283158","70195800","3080","CA"
"2020-11-11T08:49:42.053Z","Suits - Season 2: 'She Knows'","43:06",2586,"Serie","70283157","70195800","3080","CA"
"2020-11-11T02:33:09.094Z","Suits - Season 1: 'Dog Fight'","42:34",2554,"Serie","70283156","70195800","3080","CA"
"2020-11-11T02:01:50.299Z","Suits - Season 1: 'Rules of the Game'","42:36",2556,"Serie","70283155","70195800","3080","CA"
"2020-11-10T03:14:54.241Z","Suits - Season 1: 'The Shelf Life'","42:38",2558,"Serie","70283154","70195800","3080","CA"
"2020-11-09T23:24:36.940Z","Suits - Season 1: 'Undefeated'","42:58",2578,"Serie","70283153","70195800","3080","CA"
"2020-11-09T05:39:17.412Z","21","02:02:43",7363,"Movie","70084788","70084788","3080","CA"
"2020-11-09T04:53:12.265Z","Suits - Season 1: 'Identity Crisis'","43:06",2586,"Serie","70283152","70195800","3080","CA"
"2020-11-09T04:09:34.481Z","Suits - Season 1: 'Play the Man'","42:54",2574,"Serie","70283151","70195800","1080","CA"
"2020-11-09T02:39:44.998Z","Suits - Season 1: 'Tricks of the Trade'","42:40",2560,"Serie","70283150","70195800","1080","CA"
"2020-11-08T22:27:37.437Z","Quantico - Season 1: 'Go'","43:12",2592,"Serie","80077050","80063740","1080","CA"
"2020-11-08T21:12:59.251Z","2 States","02:22:45",8565,"Movie","70303426","70303426","1080","CA"
"2020-11-08T20:53:00.459Z","Happy New Year","02:58:42",10722,"Movie","80017528","80017528","1080","CA"
"2020-11-08T06:33:13.500Z","Suits - Season 1: 'Bail Out'","42:10",2530,"Serie","70283149","70195800","3080","CA"
"2020-11-08T02:43:18.107Z","Suits - Season 1: 'Dirty Little Secrets'","43:06",2586,"Serie","70283148","70195800","3080","CA"
"2020-11-08T02:41:44.440Z","Suits - Season 1: 'Inside Track'","42:12",2532,"Serie","70283147","70195800","3080","CA"
"2020-11-06T02:05:06.568Z","Suits - Season 1: 'Errors and Omissions'","43:02",2582,"Serie","70283146","70195800","3080","CA"
"2020-11-05T20:23:47.992Z","Suits - Season 1: 'Pilot Part 1 & 2'","01:21:20",4880,"Serie","70283145","70195800","3080","CA"
"2020-11-04T07:47:07.457Z","Suits - Season 9: 'One Last Con'","47:47",2867,"Serie","81143884","70195800","1080","CA"
"2020-11-04T07:46:47.084Z","Suits - Season 7: 'Divide and Conquer'","41:50",2510,"Serie","80084843","70195800","1080","CA"
"2020-11-04T07:14:45.046Z","The Office (U.S.) - Season 9: 'Finale'","50:49",3049,"Serie","70286867","70136120","1080","CA"
"2020-11-04T05:48:24.432Z","The Office (U.S.) - Season 9: 'A.A.R.M'","43:11",2591,"Serie","70286866","70136120","1080","CA"
"2020-11-04T05:08:24.171Z","The Office (U.S.) - Season 9: 'Livin' the Dream'","40:24",2424,"Serie","70286865","70136120","1080","CA"
"2020-11-04T04:45:37.031Z","The Office (U.S.) - Season 9: 'Paper Airplane'","21:58",1318,"Serie","70286864","70136120","1080","CA"
"2020-11-04T01:15:23.437Z","The Office (U.S.) - Season 9: 'Stairmageddon'","21:57",1317,"Serie","70286863","70136120","1080","CA"
"2020-11-04T01:14:26.150Z","The Office (U.S.) - Season 9: 'Promos'","21:58",1318,"Serie","70286862","70136120","1080","CA"
"2020-11-03T09:30:24.507Z","The Office (U.S.) - Season 9: 'The Farm'","21:58",1318,"Serie","70286861","70136120","1080","CA"
"2020-11-03T08:49:22.683Z","The Office (U.S.) - Season 9: 'Moving On'","41:31",2491,"Serie","70286860","70136120","1080","CA"
"2020-11-03T08:27:58.246Z","The Office (U.S.) - Season 9: 'Couple's Discount'","21:57",1317,"Serie","70286859","70136120","1080","CA"
"2020-11-03T07:51:22.617Z","The Office (U.S.) - Season 9: 'Vandalism'","21:58",1318,"Serie","70286858","70136120","1080","CA"
"2020-11-03T07:29:52.337Z","The Office (U.S.) - Season 9: 'Junior Salesman'","21:58",1318,"Serie","70286857","70136120","1080","CA"
"2020-11-03T07:24:22.041Z","The Office (U.S.) - Season 9: 'Customer Loyalty'","21:59",1319,"Serie","70286856","70136120","1080","CA"
"2020-11-02T06:52:24.303Z","The Office (U.S.) - Season 9: 'Suit Warehouse'","21:56",1316,"Serie","70286855","70136120","1080","CA"
"2020-11-02T02:11:07.133Z","The Office (U.S.) - Season 9: 'Lice'","21:59",1319,"Serie","70286854","70136120","1080","CA"
"2020-11-02T01:49:43.981Z","The Office (U.S.) - Season 9: 'Dwight Christmas'","21:53",1313,"Serie","70286853","70136120","1080","CA"
"2020-11-02T01:28:14.718Z","The Office (U.S.) - Season 9: 'The Target'","21:58",1318,"Serie","70286852","70136120","1080","CA"
"2020-11-02T01:04:20.033Z","The Office (U.S.) - Season 9: 'The Whale'","21:59",1319,"Serie","70286851","70136120","1080","CA"
"2020-11-02T00:40:37.262Z","The Office (U.S.) - Season 9: 'The Boat'","21:59",1319,"Serie","70286850","70136120","1080","CA"
"2020-11-02T00:20:11.110Z","The Office (U.S.) - Season 9: 'Here Comes Treble'","21:58",1318,"Serie","70286849","70136120","1080","CA"
"2020-11-01T09:59:41.125Z","The Office (U.S.) - Season 9: 'Work Bus'","21:57",1317,"Serie","70286848","70136120","1080","CA"
"2020-11-01T09:36:43.951Z","The Office (U.S.) - Season 9: 'Andy's Ancestry'","22:04",1324,"Serie","70286847","70136120","1080","CA"
"2020-11-01T09:15:07.923Z","The Office (U.S.) - Season 9: 'Roy's Wedding'","22:01",1321,"Serie","70286846","70136120","1080","CA"
"2020-11-01T08:53:30.349Z","The Office (U.S.) - Season 9: 'New Guys'","22:03",1323,"Serie","70286845","70136120","1080","CA"
"2020-11-01T08:31:51.152Z","The Office (U.S.) - Season 8: 'Free Family Portrait Studio'","22:06",1326,"Serie","70210988","70136120","1080","CA"
"2020-11-01T08:10:14.269Z","The Office (U.S.) - Season 8: 'Turf War'","22:04",1324,"Serie","70210987","70136120","1080","CA"
"2020-11-01T07:48:32.960Z","The Office (U.S.) - Season 8: 'Fundraiser'","22:06",1326,"Serie","70210986","70136120","1080","CA"
"2020-11-01T05:52:14.373Z","17 Again","01:42:12",6132,"Movie","70107406","70107406","1080","CA"
"2020-11-01T00:53:51.448Z","The Office (U.S.) - Season 8: 'Angry Andy'","22:05",1325,"Serie","70210985","70136120","1080","CA"
"2020-10-31T17:19:09.538Z","The Office (U.S.) - Season 8: 'Welcome Party'","22:06",1326,"Serie","70210984","70136120","1080","CA"
"2020-10-31T05:49:31.379Z","The Office (U.S.) - Season 8: 'Get the Girl'","22:06",1326,"Serie","70210983","70136120","1080","CA"
"2020-10-31T05:27:55.727Z","The Office (U.S.) - Season 8: 'Last Day in Florida'","22:06",1326,"Serie","70210982","70136120","1080","CA"
"2020-10-31T05:04:35.706Z","The Office (U.S.) - Season 8: 'Test the Store'","22:07",1327,"Serie","70210981","70136120","1080","CA"
"2020-10-31T04:55:20.237Z","The Office (U.S.) - Season 8: 'After Hours'","22:08",1328,"Serie","70210980","70136120","1080","CA"
"2020-10-31T04:35:16.911Z","Jab Harry Met Sejal","02:22:09",8529,"Movie","80206847","80206847","1080","CA"
"2020-10-31T00:33:57.203Z","The Office (U.S.) - Season 8: 'Tallahassee'","22:05",1325,"Serie","70210979","70136120","1080","CA"
"2020-10-30T07:00:09.795Z","The Social Network","02:00:41",7241,"Movie","70132721","70132721","1080","CA"
"2020-10-30T06:15:12.554Z","The Office (U.S.) - Season 8: 'Special Project'","22:07",1327,"Serie","70210978","70136120","3080","CA"
"2020-10-30T05:53:40.826Z","The Office (U.S.) - Season 8: 'Jury Duty'","22:04",1324,"Serie","70210977","70136120","3080","CA"
"2020-10-30T05:53:38.093Z","The Office (U.S.) - Season 8: 'Pool Party'","22:07",1327,"Serie","70210976","70136120","3080","CA"
"2020-10-30T04:59:43.036Z","The Office (U.S.) - Season 8: 'Trivia'","22:12",1332,"Serie","70210975","70136120","1080","CA"
"2020-10-30T00:52:29.063Z","The Office (U.S.) - Season 8: 'Christmas Wishes'","22:08",1328,"Serie","70210974","70136120","1080","CA"
"2020-10-30T00:42:18.855Z","The Office (U.S.) - Season 8: 'Mrs. California'","22:05",1325,"Serie","70210973","70136120","1080","CA"
"2020-10-30T00:11:20.766Z","The Office (U.S.) - Season 8: 'Gettysburg'","22:06",1326,"Serie","70210972","70136120","1080","CA"
"2020-10-29T05:06:32.309Z","The Office (U.S.) - Season 8: 'Pam's Replacement'","22:07",1327,"Serie","70210971","70136120","3080","CA"
"2020-10-28T23:04:04.388Z","The Office (U.S.) - Season 8: 'Doomsday'","22:05",1325,"Serie","70210970","70136120","1080","CA"
"2020-10-28T16:40:20.636Z","The Office (U.S.) - Season 8: 'Spooked'","22:06",1326,"Serie","70210969","70136120","1080","CA"
"2020-10-28T16:18:45.389Z","The Office (U.S.) - Season 8: 'Garden Party'","22:05",1325,"Serie","70210968","70136120","1080","CA"
"2020-10-28T15:57:11.079Z","The Office (U.S.) - Season 8: 'Lotto'","22:06",1326,"Serie","70210967","70136120","1080","CA"
"2020-10-28T15:41:09.592Z","The Office (U.S.) - Season 8: 'The Incentive'","22:05",1325,"Serie","70210966","70136120","1080","CA"
"2020-10-28T07:25:37.949Z","The Office (U.S.) - Season 8: 'The List'","22:05",1325,"Serie","70210965","70136120","1080","CA"
"2020-10-28T07:14:46.910Z","The Office (U.S.) - Season 7: 'Search Committee: Part 2'","19:36",1176,"Serie","70189031","70136120","1080","CA"
"2020-10-28T06:00:59.181Z","The Office (U.S.) - Season 7: 'Search Committee: Part 1'","24:14",1454,"Serie","70189030","70136120","1080","CA"
"2020-10-28T04:57:41.127Z","Quantico - Season 1: 'God'","43:12",2592,"Serie","80077049","80063740","1080","CA"
"2020-10-28T04:11:06.600Z","Quantico - Season 1: 'Found'","43:14",2594,"Serie","80077048","80063740","1080","CA"
"2020-10-28T04:03:08.028Z","Quantico - Season 1: 'Kill'","43:12",2592,"Serie","80077047","80063740","1080","CA"
"2020-10-28T01:17:01.824Z","The Office (U.S.) - Season 7: 'Dwight K. Schrute, (Acting) Manager'","22:05",1325,"Serie","70189029","70136120","1080","CA"
"2020-10-27T23:43:42.247Z","Suits - Season 7: 'Mudmare'","41:56",2516,"Serie","80084842","70195800","1080","CA"
"2020-10-27T23:17:39.137Z","The Office (U.S.) - Season 7: 'The Inner Circle'","22:06",1326,"Serie","70189028","70136120","3080","CA"
"2020-10-27T18:41:47.018Z","The Office (U.S.) - Season 7: 'Goodbye, Michael'","36:14",2174,"Serie","70189027","70136120","1080","CA"
"2020-10-27T17:33:43.886Z","My Next Guest with David Letterman and Shah Rukh Khan","01:01:19",3679,"Movie","81121023","81121023","1080","CA"
"2020-10-27T16:27:11.842Z","The Queen's Gambit - Limited Series: 'Openings'","59:12",3552,"Serie","80243261","80234304","1080","CA"
"2020-10-27T15:01:46.003Z","The Office (U.S.) - Season 7: 'Michael's Last Dundies'","22:06",1326,"Serie","70189026","70136120","1080","CA"
"2020-10-27T14:48:59.135Z","The Office (U.S.) - Season 7: 'Training Day'","22:06",1326,"Serie","70189025","70136120","3080","CA"
"2020-10-27T04:51:47.187Z","The Office (U.S.) - Season 7: 'Garage Sale'","22:07",1327,"Serie","70189024","70136120","1080","CA"
"2020-10-27T04:29:57.357Z","The Office (U.S.) - Season 7: 'Todd Packer'","22:07",1327,"Serie","70189023","70136120","1080","CA"
"2020-10-27T04:29:06.024Z","The Office (U.S.) - Season 7: 'Threat Level Midnight'","22:08",1328,"Serie","70189022","70136120","1080","CA"
"2020-10-26T05:56:28.101Z","The Office (U.S.) - Season 7: 'PDA'","22:07",1327,"Serie","70189021","70136120","3080","CA"
"2020-10-26T05:21:03.941Z","The Office (U.S.) - Season 7: 'The Search'","22:06",1326,"Serie","70189020","70136120","3080","CA"
"2020-10-26T04:31:30.630Z","The Office (U.S.) - Season 7: 'The Seminar'","22:07",1327,"Serie","70189019","70136120","1080","CA"
"2020-10-26T04:04:16.317Z","The Office (U.S.) - Season 7: 'Ultimatum'","22:07",1327,"Serie","70189018","70136120","1080","CA"
"2020-10-26T03:45:52.777Z","The Office (U.S.) - Season 7: 'Classy Christmas: Part 2'","18:56",1136,"Serie","70189017","70136120","1080","CA"
"2020-10-26T03:43:07.202Z","The Office (U.S.) - Season 7: 'Classy Christmas: Part 1'","25:09",1509,"Serie","70189016","70136120","1080","CA"
"2020-10-25T23:41:43.711Z","Don","02:48:33",10113,"Movie","70059026","70059026","1222","CA"
"2020-10-25T18:48:13.776Z","The Office (U.S.) - Season 7: 'China'","22:15",1335,"Serie","70189015","70136120","3080","CA"
"2020-10-25T18:37:50.474Z","The Office (U.S.) - Season 7: 'WUPHF.com'","22:07",1327,"Serie","70189014","70136120","3080","CA"
"2020-10-25T05:39:19.663Z","The Office (U.S.) - Season 7: 'Viewing Party'","22:07",1327,"Serie","70189013","70136120","3080","CA"
"2020-10-25T05:02:39.038Z","The Office (U.S.) - Season 7: 'Christening'","22:07",1327,"Serie","70189012","70136120","1080","CA"
"2020-10-25T04:28:22.073Z","The Office (U.S.) - Season 7: 'Costume Contest'","22:06",1326,"Serie","70189011","70136120","1080","CA"
"2020-10-25T03:59:35.650Z","The Office (U.S.) - Season 7: 'The Sting'","22:10",1330,"Serie","70189010","70136120","1080","CA"
"2020-10-25T03:57:57.171Z","The Office (U.S.) - Season 7: 'Sex Ed'","22:07",1327,"Serie","70189009","70136120","1080","CA"
"2020-10-24T04:53:25.169Z","The Office (U.S.) - Season 7: 'Andy's Play'","22:06",1326,"Serie","70189008","70136120","1080","CA"
"2020-10-24T00:49:47.191Z","The Office (U.S.) - Season 7: 'Counseling'","22:09",1329,"Serie","70189007","70136120","1080","CA"
"2020-10-23T08:44:28.679Z","The Office (U.S.) - Season 7: 'Nepotism'","22:10",1330,"Serie","70189006","70136120","1080","CA"
"2020-10-23T08:22:08.342Z","The Office (U.S.) - Season 6: 'Whistleblower'","22:08",1328,"Serie","70151958","70136120","1080","CA"
"2020-10-23T07:51:15.200Z","The Office (U.S.) - Season 6: 'The Chump'","22:09",1329,"Serie","70151957","70136120","1080","CA"
"2020-10-23T06:36:48.626Z","The Office (U.S.) - Season 6: 'The Cover-Up'","22:02",1322,"Serie","70151956","70136120","1080","CA"
"2020-10-23T06:10:55.278Z","The Office (U.S.) - Season 6: 'Body Language'","22:07",1327,"Serie","70151955","70136120","1080","CA"
"2020-10-23T05:46:24.883Z","The Office (U.S.) - Season 6: 'Secretary's Day'","22:07",1327,"Serie","70151954","70136120","1080","CA"
"2020-10-23T05:24:50.595Z","The Office (U.S.) - Season 6: 'Happy Hour'","22:06",1326,"Serie","70151953","70136120","1080","CA"
"2020-10-22T07:48:38.816Z","Quantico - Season 1: 'Cover'","43:12",2592,"Serie","80077046","80063740","1222","CA"
"2020-10-22T07:07:34.925Z","Quantico - Season 1: 'America'","42:42",2562,"Serie","80077045","80063740","1222","CA"
"2020-10-22T06:24:57.584Z","Quantico - Season 1: 'Run'","43:10",2590,"Serie","80077044","80063740","1222","CA"
"2020-10-22T06:24:44.998Z","Quantico - Season 1: 'Yes'","43:14",2594,"Serie","80105084","80063740","1222","CA"
"2020-10-22T05:46:14.896Z","The Office (U.S.) - Season 6: 'New Leads'","22:07",1327,"Serie","70151952","70136120","1080","CA"
"2020-10-22T04:29:37.975Z","The Office (U.S.) - Season 6: 'St. Patrick's Day'","22:11",1331,"Serie","70151951","70136120","1080","CA"
"2020-10-22T04:18:47.955Z","The Office (U.S.) - Season 6: 'Delivery: Part 2'","24:09",1449,"Serie","70151950","70136120","1080","CA"
